UNIQUE_ID,USER_ID,DOCUMENT_ID,PAGE_NO,GETEDITOR_VERSION,TOTAL_ANNOTATION,BROWSER_NAME_VERSION,DEVICE_NAME,CREATED_DATE,PROCESS_STAGE,ERROR_CODE,ERROR_DETAIL,ISSUE_ISBLANKPNG,BROWSER_VERSION,BROWSER_NAME
4CB1AB06-D535-73FF2D36-2AD3,73FF2D36-2AD3-USERID002,A4E317AC-A643-DOC002,2,,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.0,Desktop,2023-11-19 10:05:00,Passing Parameter,0,,1,119,Firefox
EAE4F6A4-6E02-9DFB2A54-68FF,9DFB2A54-68FF-USERID001,B9DF37A4-C2F3-DOC001,1,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",Desktop,2023-11-19 12:44:00,Passing Parameter,0,,1,119.0.0.0,Chrome
AF97B067-A788-1556B996-4238,1556B996-4238-USERID002,B26609FA-A45A-DOC002,2,,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.0,Desktop,2023-11-19 12:47:00,Passing Parameter,0,,1,119,Firefox
0E6BD0F2-C770-19D8272B-687D,19D8272B-687D-USERID001,E2028741-C4CE-DOC001,1,,2,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.0,Desktop,2023-11-19 12:54:00,Passing Parameter,0,,1,119,Firefox
13333816-78AF-A44A0C71-5073,A44A0C71-5073-USERID001,1CE83552-03B6-DOC001,1,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",Desktop,2023-11-19 20:26:00,Passing Parameter,0,,1,119.0.0.0,Chrome
646AB99F-D1A6-68F7FBF2-2347,68F7FBF2-2347-USERID001,0E3F70D7-E703-DOC001,1,,3,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",Desktop,2023-11-20 07:54:00,Passing Parameter,0,,1,119.0.0.0,Chrome
E47AED4B-AA8C-ED9D21AB-A19F,ED9D21AB-A19F-USERID001,431674A0-CEE4-DOC001,1,,2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 Edg/119.0.0.0",Desktop,2023-11-20 09:14:00,Passing Parameter,0,,1,119.0.0.0,Edge
03D5ADDC-E759-9A5FA188-CF80,9A5FA188-CF80-USERID001,EB617BA5-3E36-DOC001,1,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",Desktop,2023-11-20 09:32:00,Passing Parameter,0,,1,119.0.0.0,Chrome
15F7A61D-458D-76855050-31BA,76855050-31BA-USERID001,826DBBB8-395D-DOC001,1,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",Desktop,2023-11-20 09:40:00,Passing Parameter,0,,1,119.0.0.0,Chrome
5A90D83B-6410-9A5FA188-CF80,9A5FA188-CF80-USERID001,1BFA196F-326A-DOC001,1,,3,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",Desktop,2023-11-20 09:54:00,Passing Parameter,0,,1,119.0.0.0,Chrome
02AF3785-06E6-064A2C47-0661,064A2C47-0661-USERID001,234BBDAC-9C34-DOC001,1,,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.0,Desktop,2023-11-20 09:57:00,Passing Parameter,0,,1,119,Firefox
DD283A61-4C09-B44A12FA-B0FF,B44A12FA-B0FF-USERID001,CFEE2D22-648E-DOC001,1,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",Desktop,2023-11-20 10:18:00,Passing Parameter,0,,1,119.0.0.0,Chrome
4F3D8AAB-6243-B44A12FA-B0FF,B44A12FA-B0FF-USERID001,CFEE2D22-648E-DOC001,1,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",Desktop,2023-11-20 11:05:00,Passing Parameter,0,,1,119.0.0.0,Chrome
B494540A-1AC5-9F0D8EB8-BC0A,9F0D8EB8-BC0A-USERID014,E91BF6F5-5F39-DOC014,14,,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.0,Desktop,2023-11-20 11:15:00,Passing Parameter,0,,1,119,Firefox
0B81EAFF-9E75-C05D14D2-8902,C05D14D2-8902-USERID001,99866F03-CBF1-DOC001,1,,4,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",Desktop,2023-11-20 11:57:00,Passing Parameter,0,,1,119.0.0.0,Chrome
D88223D8-9F18-6F0DD103-1622,6F0DD103-1622-USERID002,B2DA2CAD-A922-DOC002,2,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",Desktop,2023-11-20 12:27:00,Passing Parameter,0,,1,109.0.0.0,Chrome
7CC30759-489A-2F01EC20-FC76,2F01EC20-FC76-USERID007,EC47A3C0-8788-DOC007,7,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",Desktop,2023-11-20 16:01:00,Passing Parameter,0,,1,119.0.0.0,Chrome
04144831-88F9-FD7C1B43-4D67,FD7C1B43-4D67-USERID004,4B287890-D7EA-DOC004,4,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",Desktop,2023-11-20 16:59:00,Passing Parameter,0,,1,119.0.0.0,Chrome
F52D0B82-78A7-FD7C1B43-4D67,FD7C1B43-4D67-USERID004,4B287890-D7EA-DOC004,4,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",Desktop,2023-11-20 17:08:00,Passing Parameter,0,,1,119.0.0.0,Chrome
23BEB479-165E-FD7C1B43-4D67,FD7C1B43-4D67-USERID004,4B287890-D7EA-DOC004,4,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",Desktop,2023-11-20 17:09:00,Passing Parameter,0,,1,119.0.0.0,Chrome
46AAB6D4-E1C6-466DBACE-5BFA,466DBACE-5BFA-USERID001,51FA2A5A-B834-DOC001,1,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",Desktop,2023-11-21 07:53:00,Passing Parameter,0,,1,119.0.0.0,Chrome
F90522C4-04C4-77B14809-4BFA,77B14809-4BFA-USERID014,E91BF6F5-5F39-DOC014,14,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",Desktop,2023-11-21 09:08:00,Passing Parameter,0,,1,119.0.0.0,Chrome
634039DE-D50F-F7121FA7-0B2E,F7121FA7-0B2E-USERID002,E6386367-B686-DOC002,2,,3,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",Desktop,2023-11-21 09:46:00,Passing Parameter,0,,1,119.0.0.0,Chrome
65869E36-E5DB-E5E9A8D2-5C36,E5E9A8D2-5C36-USERID003,D5956BC5-95DA-DOC003,3,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",Desktop,2023-11-21 09:57:00,Passing Parameter,0,,1,119.0.0.0,Chrome
C64ACC97-825B-A8726EDB-0DB2,A8726EDB-0DB2-USERID005,653CA52F-66EE-DOC005,5,,1,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,Desktop,2023-11-21 10:40:00,Passing Parameter,0,,1,115,Firefox
C5709898-E996-512FB38A-F099,512FB38A-F099-USERID003,90BA2273-2B1D-DOC003,3,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",Desktop,2023-11-21 11:12:00,Passing Parameter,0,,1,119.0.0.0,Chrome
1146077F-F5CE-992CC371-F32C,992CC371-F32C-USERID001,0EC99406-7B6C-DOC001,1,,3,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",Desktop,2023-11-21 11:30:00,Passing Parameter,0,,1,119.0.0.0,Chrome
D6AD6D38-8F79-4F69A3AA-369C,4F69A3AA-369C-USERID002,B2DA2CAD-A922-DOC002,2,,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.0,Desktop,2023-11-21 12:31:00,Passing Parameter,0,,1,119,Firefox
B96E2417-DC45-17B4311E-3D32,17B4311E-3D32-USERID001,314BE223-BADE-DOC001,1,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",Desktop,2023-11-21 12:44:00,Passing Parameter,0,,1,119.0.0.0,Chrome
DE7E1AE9-472C-B6CC9581-5A1C,B6CC9581-5A1C-USERID006,698EAE97-068A-DOC006,6,,8,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",Desktop,2023-11-21 14:01:00,Passing Parameter,0,,1,119.0.0.0,Chrome
D281DCB6-AE9B-E3BBA49D-D08F,E3BBA49D-D08F-USERID001,FB24C89F-C04A-DOC001,1,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 Edg/119.0.0.0",Desktop,2023-11-21 14:11:00,Passing Parameter,0,,1,119.0.0.0,Edge
C5AD10EC-FFB1-EB8A8176-5786,EB8A8176-5786-USERID002,E6386367-B686-DOC002,2,,3,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",Desktop,2023-11-21 14:17:00,Passing Parameter,0,,1,119.0.0.0,Chrome
D6713782-A19D-E3BBA49D-D08F,E3BBA49D-D08F-USERID001,1B38F7A3-5825-DOC001,1,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 Edg/119.0.0.0",Desktop,2023-11-21 14:19:00,Passing Parameter,0,,1,119.0.0.0,Edge
26AD4FEF-CC06-E3BBA49D-D08F,E3BBA49D-D08F-USERID001,1A65A285-FCAF-DOC001,1,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 Edg/119.0.0.0",Desktop,2023-11-21 14:24:00,Passing Parameter,0,,1,119.0.0.0,Edge
266C863E-252C-E3BBA49D-D08F,E3BBA49D-D08F-USERID001,56026AFF-0C4F-DOC001,1,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 Edg/119.0.0.0",Desktop,2023-11-21 14:26:00,Passing Parameter,0,,1,119.0.0.0,Edge
5F1B6E88-7B7D-31058B7B-C8A1,31058B7B-C8A1-USERID005,91C65ECE-819D-DOC005,5,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",Desktop,2023-11-21 15:28:00,Passing Parameter,0,,1,119.0.0.0,Chrome
67012844-C0FD-4107BADD-E085,4107BADD-E085-USERID001,8F084C97-E383-DOC001,1,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",Desktop,2023-11-21 16:02:00,Passing Parameter,0,,1,109.0.0.0,Chrome
66C901E4-1C2E-9F0D8EB8-BC0A,9F0D8EB8-BC0A-USERID002,320D5168-D271-DOC002,2,,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.0,Desktop,2023-11-21 16:24:00,Passing Parameter,0,,1,119,Firefox
31245120-6CA7-18CDD9DC-D81F,18CDD9DC-D81F-USERID001,30DC3287-5455-DOC001,1,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",Desktop,2023-11-21 16:26:00,Passing Parameter,0,,1,119.0.0.0,Chrome
A8922C06-101D-27FF891C-14B4,27FF891C-14B4-USERID001,CA2949FC-8F90-DOC001,1,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",Desktop,2023-11-21 16:34:00,Passing Parameter,0,,1,119.0.0.0,Chrome
678F329C-9388-8673D1AE-716A,8673D1AE-716A-USERID001,30DC3287-5455-DOC001,1,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",Desktop,2023-11-21 17:00:00,Passing Parameter,0,,1,119.0.0.0,Chrome
650B9C8C-FD1D-B6C83537-2386,B6C83537-2386-USERID005,653CA52F-66EE-DOC005,5,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",Desktop,2023-11-21 22:55:00,Passing Parameter,0,,1,119.0.0.0,Chrome
87696D7B-9F1F-7EB56487-B288,7EB56487-B288-USERID003,D5956BC5-95DA-DOC003,3,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 Edg/119.0.0.0",Desktop,2023-11-22 04:56:00,Passing Parameter,0,,1,119.0.0.0,Edge
030EB768-ACBA-2039E123-6C30,2039E123-6C30-USERID002,AD3CF84B-7BC5-DOC002,2,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",Desktop,2023-11-22 10:13:00,Passing Parameter,0,,1,109.0.0.0,Chrome
D8BE2328-667E-7C235A59-BB30,7C235A59-BB30-USERID001,7EEBD937-C2BC-DOC001,1,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",Desktop,2023-11-22 11:04:00,Passing Parameter,0,,1,119.0.0.0,Chrome
107A30A0-1083-B12B4937-5150,B12B4937-5150-USERID001,9ADCB0BB-70F8-DOC001,1,,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.0,Desktop,2023-11-22 11:48:00,Passing Parameter,0,,1,119,Firefox
A68C5BCC-E392-B6CC9581-5A1C,B6CC9581-5A1C-USERID001,8E752700-F081-DOC001,1,,3,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",Desktop,2023-11-22 13:41:00,Passing Parameter,0,,1,119.0.0.0,Chrome
6C404D2D-C213-0820CDE1-15CE,0820CDE1-15CE-USERID002,A75FA475-C6CC-DOC002,2,,3,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.0,Desktop,2023-11-22 14:33:00,Passing Parameter,0,,1,119,Firefox
E9D31E3A-B340-B5824319-82CF,B5824319-82CF-USERID003,F1255446-4E97-DOC003,3,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",Desktop,2023-11-22 15:33:00,Passing Parameter,0,,1,119.0.0.0,Chrome
4677624D-BC31-8352C73D-123F,8352C73D-123F-USERID002,6E0DE752-0C60-DOC002,2,,2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",Desktop,2023-11-22 15:54:00,Passing Parameter,0,,1,119.0.0.0,Chrome
0887D44D-175A-9B6EAA16-42C6,9B6EAA16-42C6-USERID002,E7317CC1-C469-DOC002,2,,1,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,Desktop,2023-11-22 15:58:00,Passing Parameter,0,,1,115,Firefox
44EDA9FE-96B3-FD47DD6F-C5B5,FD47DD6F-C5B5-USERID003,34FD62E4-43DF-DOC003,3,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",Desktop,2023-11-22 15:58:00,Passing Parameter,0,,1,109.0.0.0,Chrome
C4C8FA52-1E08-F287498A-DD0C,F287498A-DD0C-USERID003,34FD62E4-43DF-DOC003,3,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",Desktop,2023-11-22 16:11:00,Passing Parameter,0,,1,119.0.0.0,Chrome
9447D011-26CE-F287498A-DD0C,F287498A-DD0C-USERID003,34FD62E4-43DF-DOC003,3,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",Desktop,2023-11-22 16:13:00,Passing Parameter,0,,1,119.0.0.0,Chrome
5D6A3068-CD10-4990E30A-0B91,4990E30A-0B91-USERID001,C8CC5AD6-848B-DOC001,1,,2,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,Desktop,2023-11-22 16:24:00,Passing Parameter,0,,1,115,Firefox
CFDD0B7C-98FC-DC35CD33-C57C,DC35CD33-C57C-USERID002,E7317CC1-C469-DOC002,2,,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.0,Desktop,2023-11-23 06:59:00,Passing Parameter,0,,1,119,Firefox
27F69B05-FAB8-1947ABAE-F85C,1947ABAE-F85C-USERID005,91C65ECE-819D-DOC005,5,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",Desktop,2023-11-23 08:40:00,Passing Parameter,0,,1,119.0.0.0,Chrome
72D35CC6-5C78-B8BB5CAF-F649,B8BB5CAF-F649-USERID001,E88F124B-C47B-DOC001,1,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",Desktop,2023-11-23 10:25:00,Passing Parameter,0,,1,119.0.0.0,Chrome
71EBB546-53E3-14D1A5A7-B926,14D1A5A7-B926-USERID001,A4F838AC-7F0C-DOC001,1,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",Desktop,2023-11-23 11:46:00,Passing Parameter,0,,1,119.0.0.0,Chrome
AC4269E5-38DD-19D8272B-687D,19D8272B-687D-USERID003,48420202-E9AE-DOC003,3,,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.0,Desktop,2023-11-23 12:02:00,Passing Parameter,0,,1,119,Firefox
8D9BDA44-4D5C-B44A12FA-B0FF,B44A12FA-B0FF-USERID002,852D043A-F0E8-DOC002,2,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",Desktop,2023-11-23 12:09:00,Passing Parameter,0,,1,119.0.0.0,Chrome
AFCD6AD8-9DF8-C8847E1F-8154,C8847E1F-8154-USERID001,DA4481C5-805F-DOC001,1,,4,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",Desktop,2023-11-23 12:42:00,Passing Parameter,0,,1,119.0.0.0,Chrome
F3C8FD65-3188-ED35D891-1BCF,ED35D891-1BCF-USERID001,BD3DDF14-B8AF-DOC001,1,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",Desktop,2023-11-23 13:00:00,Passing Parameter,0,,1,119.0.0.0,Chrome
BEB143B1-E80F-54B966EB-7F2E,54B966EB-7F2E-USERID005,A85D0547-0E1A-DOC005,5,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",Desktop,2023-11-23 15:01:00,Passing Parameter,0,,1,119.0.0.0,Chrome
AA7E9020-BC2D-F43FD6F6-3156,F43FD6F6-3156-USERID002,B26609FA-A45A-DOC002,2,,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/118.0,Desktop,2023-11-23 15:06:00,Passing Parameter,0,,1,118,Firefox
EE36A23C-351E-D63148EC-B0C3,D63148EC-B0C3-USERID004,ED222FD8-44AC-DOC004,4,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",Desktop,2023-11-23 15:22:00,Passing Parameter,0,,1,109.0.0.0,Chrome
BF7E26CE-E7CB-DC35CD33-C57C,DC35CD33-C57C-USERID002,E4E33FEB-00D6-DOC002,2,,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.0,Desktop,2023-11-23 15:35:00,Passing Parameter,0,,1,119,Firefox
AEE40169-2146-92BFF0C7-0AB9,92BFF0C7-0AB9-USERID001,6E8736ED-FEE6-DOC001,1,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",Desktop,2023-11-24 08:02:00,Passing Parameter,0,,1,119.0.0.0,Chrome
468E6E85-8EE8-11C1A3AC-58F4,11C1A3AC-58F4-USERID014,1AFBF686-178A-DOC014,14,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",Desktop,2023-11-24 09:02:00,Passing Parameter,0,,1,119.0.0.0,Chrome
C87065CC-FC94-11C1A3AC-58F4,11C1A3AC-58F4-USERID028,1AFBF686-178A-DOC028,28,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",Desktop,2023-11-24 09:02:00,Passing Parameter,0,,1,119.0.0.0,Chrome
4BAF704E-AA2D-16AB06B7-D4E8,16AB06B7-D4E8-USERID001,29317F25-5ADD-DOC001,1,,2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",Desktop,2023-11-24 09:15:00,Passing Parameter,0,,1,119.0.0.0,Chrome
996983A6-536E-16AB06B7-D4E8,16AB06B7-D4E8-USERID001,29317F25-5ADD-DOC001,1,,2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",Desktop,2023-11-24 09:16:00,Passing Parameter,0,,1,119.0.0.0,Chrome
79EB1B0B-0D65-D9740235-2BEB,D9740235-2BEB-USERID002,EBCC4737-871F-DOC002,2,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",Desktop,2023-11-24 10:00:00,Passing Parameter,0,,1,119.0.0.0,Chrome
1BA8DC72-0076-9692A2D3-61FC,9692A2D3-61FC-USERID002,EBCC4737-871F-DOC002,2,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",Desktop,2023-11-24 10:09:00,Passing Parameter,0,,1,119.0.0.0,Chrome
4C0E3ECC-00F0-D3310F09-23EE,D3310F09-23EE-USERID001,7595BEF3-3FD0-DOC001,1,,2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",Desktop,2023-11-24 10:44:00,Passing Parameter,0,,1,119.0.0.0,Chrome
24134CB1-9582-D3310F09-23EE,D3310F09-23EE-USERID001,7595BEF3-3FD0-DOC001,1,,2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",Desktop,2023-11-24 10:49:00,Passing Parameter,0,,1,119.0.0.0,Chrome
9536A691-E1EB-C8C80564-0504,C8C80564-0504-USERID002,54F40769-556B-DOC002,2,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",Desktop,2023-11-24 10:51:00,Passing Parameter,0,,1,119.0.0.0,Chrome
27F508FF-2840-99803C8D-7D02,99803C8D-7D02-USERID001,A047448E-E270-DOC001,1,,2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",Desktop,2023-11-24 14:52:00,Passing Parameter,0,,1,119.0.0.0,Chrome
459F219F-1A04-FA0785CE-B4E1,FA0785CE-B4E1-USERID014,1AFBF686-178A-DOC014,14,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",Desktop,2023-11-24 15:18:00,Passing Parameter,0,,1,119.0.0.0,Chrome
BEABAEC6-3B62-FA0785CE-B4E1,FA0785CE-B4E1-USERID028,1AFBF686-178A-DOC028,28,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",Desktop,2023-11-24 15:18:00,Passing Parameter,0,,1,119.0.0.0,Chrome
